Title,Address,Url
Kitchen Designer/AutoCAD/Sales,Flatiron,https://newyork.craigslist.org/mnh/egr/d/kitchen-designer-autocad-sales/6608022011.html
"Construction Coordinator in Austin, TX","Austin, Texas",https://newyork.craigslist.org/mnh/egr/d/construction-coordinator-in/6607960902.html
ARCHITECT,,https://newyork.craigslist.org/brk/egr/d/architect/6607959763.html
Construction Coordinator,Utica,https://newyork.craigslist.org/mnh/egr/d/construction-coordinator/6607932565.html
Auto CAD Drafter - Chinese Bilingual  (H1B will be provided),Midtown West,https://newyork.craigslist.org/mnh/egr/d/auto-cad-drafter-chinese/6607865159.html
Licensed Engineers & Architects to Perform Home Inspections,Nassau & Suffolk,https://newyork.craigslist.org/lgi/egr/d/licensed-engineers-architects/6607825018.html
"Engineers, P.E. & Architects to Perform Home Inspections",,https://newyork.craigslist.org/brk/egr/d/engineers-pe-architects-to/6607819192.html
Growing Construction Management Co Needs New Talent,Mt. Vernon,https://newyork.craigslist.org/wch/egr/d/growing-construction/6607786003.html
Architectural Project Manager,Staten Island,https://newyork.craigslist.org/stn/egr/d/architectural-project-manager/6607658513.html
Electrical Autocad Drafter,,https://newyork.craigslist.org/que/egr/d/electrical-autocad-drafter/6607623509.html
Project Manager (Construction),New York,https://newyork.craigslist.org/fct/egr/d/project-manager-construction/6607532778.html
Interior Designer Opprtunity**,Financial District,https://newyork.craigslist.org/mnh/egr/d/interior-designer-opprtunity/6607524641.html
Revit Drafter for High-End Glass Wall Company,Chelsea,https://newyork.craigslist.org/mnh/egr/d/revit-drafter-for-high-end/6607491209.html
Structural Engineer,"Bay Ridge, Brooklyn",https://newyork.craigslist.org/brk/egr/d/structural-engineer/6607483726.html
Design Architect,"Bay Ridge,Brooklyn",https://newyork.craigslist.org/brk/egr/d/design-architect/6607480617.html
Junior Architectural Position,Williamsburg,https://newyork.craigslist.org/brk/egr/d/junior-architectural-position/6607450164.html
Project Manager / Expediter Filing representatives Class 1 & 2,,https://newyork.craigslist.org/brk/egr/d/project-manager-expediter/6607322030.html
PROJECT ARCHITECT WANTED - PREMIER DESIGN/BUILD,Upper East Side,https://newyork.craigslist.org/mnh/egr/d/project-architect-wanted/6607294045.html
Project Manager,Brooklyn,https://newyork.craigslist.org/brk/egr/d/project-manager/6607129119.html
Seeking Freelance Draftsman/Designer for Visual Display Company,Red Hook,https://newyork.craigslist.org/brk/egr/d/seeking-freelance-draftsman/6606693908.html
Architect / Drafter,,https://newyork.craigslist.org/brk/egr/d/architect-drafter/6606520517.html
Commerical Construction Foreman,Rye,https://newyork.craigslist.org/wch/egr/d/commerical-construction/6606043623.html
Manufacturing Mechanical Engineer,,https://newyork.craigslist.org/que/egr/d/manufacturing-mechanical/6605737970.html
